id,title,body,department,sentiment
64,Camera luminosa,"Camera luminosa, fresca e confortevole davvero.",Housekeeping,pos
358,Esperienza gastronomica eccell,Esperienza gastronomica eccellente..,F&B,pos
320,Cibo delizioso e servizio rapi,Cibo delizioso e servizio rapido!.,F&B,pos
370,Piatti curati e personale gent,Piatti curati e personale gentile assolutamente.,F&B,pos
405,Cibo freddo e servizio lento.,Cibo freddo e servizio lento..,F&B,neg
432,Esperienza culinaria deludente,Esperienza culinaria deludente..,F&B,neg
437,Personale distratto al ristora,Personale distratto al ristorante molto.,F&B,neg
101,Bagno con muffa e asciugamani ,Bagno con muffa e asciugamani sporchi decisamente.,Housekeeping,neg
344,Ristorante pulito e accoglient,Ristorante pulito e accogliente!.,F&B,pos
276,Accoglienza fredda e confusion,Accoglienza fredda e confusione alla reception molto.,Reception,neg
267,Errore nella prenotazione.,Errore nella prenotazione..,Reception,neg
1,Camera pulita e profumata.,Camera pulita e profumata decisamente.,Housekeeping,pos
357,Esperienza gastronomica eccell,Esperienza gastronomica eccellente decisamente.,F&B,pos
23,Stanza impeccabile e accoglien,Stanza impeccabile e accogliente assolutamente.,Housekeeping,pos
131,Cattivo odore in stanza.,Cattivo odore in stanza davvero.,Housekeeping,neg
98,Bagno con muffa e asciugamani ,Bagno con muffa e asciugamani sporchi molto.,Housekeeping,neg
296,Problemi con il pagamento e po,Problemi con il pagamento e poca organizzazione molto.,Reception,neg
198,Ottimo servizio alla reception,Ottimo servizio alla reception davvero.,Reception,pos
368,Piatti curati e personale gent,Piatti curati e personale gentile molto.,F&B,pos
262,Errore nella prenotazione.,Errore nella prenotazione..,Reception,neg
311,Colazione abbondante e buoniss,Colazione abbondante e buonissima..,F&B,pos
224,Esperienza piacevole al check-,Esperienza piacevole al check-out..,Reception,pos
161,Personale gentile e accoglient,Personale gentile e accogliente decisamente.,Reception,pos
177,Check-in veloce e professional,Check-in veloce e professionale assolutamente.,Reception,pos
223,Esperienza piacevole al check-,Esperienza piacevole al check-out decisamente.,Reception,pos
306,Colazione abbondante e buoniss,Colazione abbondante e buonissima decisamente.,F&B,pos
395,Cibo freddo e servizio lento.,Cibo freddo e servizio lento assolutamente.,F&B,neg
393,Cibo freddo e servizio lento.,Cibo freddo e servizio lento!.,F&B,neg
136,Pulizie scadenti e polvere ovu,Pulizie scadenti e polvere ovunque molto.,Housekeeping,neg
298,Problemi con il pagamento e po,Problemi con il pagamento e poca organizzazione davvero.,Reception,neg
406,Piatti sporchi e buffet limita,Piatti sporchi e buffet limitato molto.,F&B,neg
134,Cattivo odore in stanza.,Cattivo odore in stanza molto.,Housekeeping,neg
60,Servizio pulizie eccellente.,Servizio pulizie eccellente assolutamente.,Housekeeping,pos
15,Camera pulita e profumata.,Camera pulita e profumata assolutamente.,Housekeeping,pos
170,Check-in veloce e professional,Check-in veloce e professionale molto.,Reception,pos
275,Accoglienza fredda e confusion,Accoglienza fredda e confusione alla reception davvero.,Reception,neg
348,Esperienza gastronomica eccell,Esperienza gastronomica eccellente assolutamente.,F&B,pos
381,Colazione scarsa e di bassa qu,Colazione scarsa e di bassa qualità molto.,F&B,neg
261,Errore nella prenotazione.,Errore nella prenotazione assolutamente.,Reception,neg
329,Cibo delizioso e servizio rapi,Cibo delizioso e servizio rapido decisamente.,F&B,pos
388,Colazione scarsa e di bassa qu,Colazione scarsa e di bassa qualità!.,F&B,neg
379,Colazione scarsa e di bassa qu,Colazione scarsa e di bassa qualità..,F&B,neg
36,Bagno ordinato e lenzuola fres,Bagno ordinato e lenzuola fresche!.,Housekeeping,pos
143,Pulizie scadenti e polvere ovu,Pulizie scadenti e polvere ovunque!.,Housekeeping,neg
169,Check-in veloce e professional,Check-in veloce e professionale davvero.,Reception,pos
205,Ottimo servizio alla reception,Ottimo servizio alla reception!.,Reception,pos
99,Bagno con muffa e asciugamani ,Bagno con muffa e asciugamani sporchi molto.,Housekeeping,neg
338,Ristorante pulito e accoglient,Ristorante pulito e accogliente decisamente.,F&B,pos
407,Piatti sporchi e buffet limita,Piatti sporchi e buffet limitato assolutamente.,F&B,neg
115,Lenzuola macchiate e pavimento,Lenzuola macchiate e pavimento appiccicoso assolutamente.,Housekeeping,neg
117,Lenzuola macchiate e pavimento,Lenzuola macchiate e pavimento appiccicoso davvero.,Housekeeping,neg
157,Personale gentile e accoglient,Personale gentile e accogliente davvero.,Reception,pos
180,Check-in veloce e professional,Check-in veloce e professionale!.,Reception,pos
236,Attesa lunga al check-in.,Attesa lunga al check-in..,Reception,neg
103,Bagno con muffa e asciugamani ,Bagno con muffa e asciugamani sporchi assolutamente.,Housekeeping,neg
114,Lenzuola macchiate e pavimento,Lenzuola macchiate e pavimento appiccicoso..,Housekeeping,neg
241,Personale scortese e poco disp,Personale scortese e poco disponibile assolutamente.,Reception,neg
20,Stanza impeccabile e accoglien,Stanza impeccabile e accogliente..,Housekeeping,pos
196,Ottimo servizio alla reception,Ottimo servizio alla reception!.,Reception,pos
56,Servizio pulizie eccellente.,Servizio pulizie eccellente assolutamente.,Housekeeping,pos
360,Esperienza gastronomica eccell,Esperienza gastronomica eccellente!.,F&B,pos
82,Camera sporca e maleodorante.,Camera sporca e maleodorante davvero.,Housekeeping,neg
137,Pulizie scadenti e polvere ovu,Pulizie scadenti e polvere ovunque davvero.,Housekeeping,neg
422,Esperienza culinaria deludente,Esperienza culinaria deludente!.,F&B,neg
377,Colazione scarsa e di bassa qu,Colazione scarsa e di bassa qualità decisamente.,F&B,neg
343,Ristorante pulito e accoglient,Ristorante pulito e accogliente!.,F&B,pos
211,Esperienza piacevole al check-,Esperienza piacevole al check-out..,Reception,pos
401,Cibo freddo e servizio lento.,Cibo freddo e servizio lento!.,F&B,neg
171,Check-in veloce e professional,Check-in veloce e professionale..,Reception,pos
378,Colazione scarsa e di bassa qu,Colazione scarsa e di bassa qualità davvero.,F&B,neg
92,Bagno con muffa e asciugamani ,Bagno con muffa e asciugamani sporchi decisamente.,Housekeeping,neg
13,Camera pulita e profumata.,Camera pulita e profumata assolutamente.,Housekeeping,pos
212,Esperienza piacevole al check-,Esperienza piacevole al check-out decisamente.,Reception,pos
91,Bagno con muffa e asciugamani ,Bagno con muffa e asciugamani sporchi assolutamente.,Housekeeping,neg
410,Piatti sporchi e buffet limita,Piatti sporchi e buffet limitato assolutamente.,F&B,neg
84,Camera sporca e maleodorante.,Camera sporca e maleodorante..,Housekeeping,neg
122,Cattivo odore in stanza.,Cattivo odore in stanza decisamente.,Housekeeping,neg
80,Camera sporca e maleodorante.,Camera sporca e maleodorante davvero.,Housekeeping,neg
384,Colazione scarsa e di bassa qu,Colazione scarsa e di bassa qualità decisamente.,F&B,neg
318,Cibo delizioso e servizio rapi,Cibo delizioso e servizio rapido..,F&B,pos
209,Ottimo servizio alla reception,Ottimo servizio alla reception assolutamente.,Reception,pos
287,Problemi con il pagamento e po,Problemi con il pagamento e poca organizzazione decisamente.,Reception,neg
400,Cibo freddo e servizio lento.,Cibo freddo e servizio lento davvero.,F&B,neg
182,Staff disponibile e sempre sor,Staff disponibile e sempre sorridente davvero.,Reception,pos
53,Servizio pulizie eccellente.,Servizio pulizie eccellente!.,Housekeeping,pos
342,Ristorante pulito e accoglient,Ristorante pulito e accogliente davvero.,F&B,pos
128,Cattivo odore in stanza.,Cattivo odore in stanza decisamente.,Housekeeping,neg
350,Esperienza gastronomica eccell,Esperienza gastronomica eccellente!.,F&B,pos
108,Lenzuola macchiate e pavimento,Lenzuola macchiate e pavimento appiccicoso..,Housekeeping,neg
184,Staff disponibile e sempre sor,Staff disponibile e sempre sorridente assolutamente.,Reception,pos
21,Stanza impeccabile e accoglien,Stanza impeccabile e accogliente..,Housekeeping,pos
408,Piatti sporchi e buffet limita,Piatti sporchi e buffet limitato decisamente.,F&B,neg
187,Staff disponibile e sempre sor,Staff disponibile e sempre sorridente..,Reception,pos
158,Personale gentile e accoglient,Personale gentile e accogliente assolutamente.,Reception,pos
22,Stanza impeccabile e accoglien,Stanza impeccabile e accogliente assolutamente.,Housekeeping,pos
66,Camera luminosa,"Camera luminosa, fresca e confortevole..",Housekeeping,pos
221,Esperienza piacevole al check-,Esperienza piacevole al check-out assolutamente.,Reception,pos
76,Camera sporca e maleodorante.,Camera sporca e maleodorante molto.,Housekeeping,neg
448,Personale distratto al ristora,Personale distratto al ristorante decisamente.,F&B,neg
299,Problemi con il pagamento e po,Problemi con il pagamento e poca organizzazione molto.,Reception,neg
190,Staff disponibile e sempre sor,Staff disponibile e sempre sorridente assolutamente.,Reception,pos
428,Esperienza culinaria deludente,Esperienza culinaria deludente assolutamente.,F&B,neg
19,Stanza impeccabile e accoglien,Stanza impeccabile e accogliente!.,Housekeeping,pos
280,Accoglienza fredda e confusion,Accoglienza fredda e confusione alla reception!.,Reception,neg
77,Camera sporca e maleodorante.,Camera sporca e maleodorante davvero.,Housekeeping,neg
354,Esperienza gastronomica eccell,Esperienza gastronomica eccellente!.,F&B,pos
39,Bagno ordinato e lenzuola fres,Bagno ordinato e lenzuola fresche molto.,Housekeeping,pos
58,Servizio pulizie eccellente.,Servizio pulizie eccellente molto.,Housekeeping,pos
5,Camera pulita e profumata.,Camera pulita e profumata davvero.,Housekeeping,pos
288,Problemi con il pagamento e po,Problemi con il pagamento e poca organizzazione davvero.,Reception,neg
219,Esperienza piacevole al check-,Esperienza piacevole al check-out molto.,Reception,pos
362,Piatti curati e personale gent,Piatti curati e personale gentile..,F&B,pos
283,Accoglienza fredda e confusion,Accoglienza fredda e confusione alla reception decisamente.,Reception,neg
227,Attesa lunga al check-in.,Attesa lunga al check-in molto.,Reception,neg
380,Colazione scarsa e di bassa qu,Colazione scarsa e di bassa qualità davvero.,F&B,neg
